commodity,month,horizon,p50,p10,p90,model
"MCB,415VAC,6A,2P,10KA",2021-11-01,2,269.0,227.3102707097414,310.68972929025864,Naive (last price)
"MCB,415VAC,6A,2P,10KA",2021-12-01,3,269.0,227.3102707097414,310.68972929025864,Naive (last price)
"MCB,415VAC,6A,2P,10KA",2022-01-01,4,269.0,227.3102707097414,310.68972929025864,Naive (last price)
"MCB,415VAC,6A,2P,10KA",2022-02-01,5,269.0,227.3102707097414,310.68972929025864,Naive (last price)
"MCB,415VAC,6A,2P,10KA",2022-03-01,6,269.0,227.3102707097414,310.68972929025864,Naive (last price)
"MCB,415VAC,6A,2P,10KA",2022-04-01,7,269.0,227.3102707097414,310.68972929025864,Naive (last price)
"MCB,415VAC,6A,2P,10KA",2022-05-01,8,269.0,224.55859925322693,313.44140074677307,Naive (last price)
"MCB,415VAC,6A,2P,10KA",2022-06-01,9,269.0,221.86277624979172,316.1372237502082,Naive (last price)
"MCB,415VAC,6A,2P,10KA",2022-07-01,10,269.0,219.3130034574528,318.68699654254726,Naive (last price)
"MCB,415VAC,6A,2P,10KA",2022-08-01,11,269.0,216.8878383871768,321.1121616128233,Naive (last price)
"MCB,415VAC,6A,2P,10KA",2022-09-01,12,269.0,214.57062235793137,323.42937764206863,Naive (last price)
"MCB,415VAC,10A,1P,10KA",2026-07-01,1,108.00000000000004,99.15084162895933,116.84915837104074,Naive (last price)
"MCB,415VAC,10A,1P,10KA",2026-08-01,2,108.00000000000004,97.90232571926111,118.09767428073891,Naive (last price)
"MCB,415VAC,10A,1P,10KA",2026-09-01,3,108.00000000000004,95.6329252116823,120.36707478831777,Naive (last price)
"MCB,415VAC,10A,1P,10KA",2026-10-01,4,108.00000000000004,93.71973208375309,122.28026791624696,Naive (last price)
"MCB,415VAC,10A,1P,10KA",2026-11-01,5,108.00000000000004,92.0341751011813,123.96582489881877,Naive (last price)
"MCB,415VAC,10A,1P,10KA",2026-12-01,6,108.00000000000004,90.51031510747872,125.48968489252132,Naive (last price)
"MCB,415VAC,10A,1P,10KA",2027-01-01,7,108.00000000000004,89.10898121911805,126.891018780882,Naive (last price)
"MCB,415VAC,10A,1P,10KA",2027-02-01,8,108.00000000000004,87.80465143852221,128.19534856147783,Naive (last price)
"MCB,415VAC,10A,1P,10KA",2027-03-01,9,108.00000000000004,86.57959812562962,129.42040187437044,Naive (last price)
"MCB,415VAC,10A,1P,10KA",2027-04-01,10,108.00000000000004,85.42091389361654,130.57908610638353,Naive (last price)
"MCB,415VAC,10A,1P,10KA",2027-05-01,11,108.00000000000004,84.31885470802929,131.68114529197078,Naive (last price)
"MCB,415VAC,10A,1P,10KA",2027-06-01,12,108.00000000000004,83.26585042336458,132.73414957663547,Naive (last price)
"CABLE TIE,TYPE:6/6,DIA:76.2MM",2026-07-01,1,1.241339994662547,1.071723229487061,1.4109567598380328,Bayesian ridge (lags)
"CABLE TIE,TYPE:6/6,DIA:76.2MM",2026-08-01,2,1.2284266326301367,1.0605743499533176,1.3962789153069557,Bayesian ridge (lags)
"CABLE TIE,TYPE:6/6,DIA:76.2MM",2026-09-01,3,1.1995654638802202,1.035656772889477,1.3634741548709632,Bayesian ridge (lags)
"CABLE TIE,TYPE:6/6,DIA:76.2MM",2026-10-01,4,1.170004790396721,1.0101352714573406,1.3298743093361012,Bayesian ridge (lags)
"CABLE TIE,TYPE:6/6,DIA:76.2MM",2026-11-01,5,1.1474978851026734,0.9907037109411152,1.3042920592642313,Bayesian ridge (lags)
"CABLE TIE,TYPE:6/6,DIA:76.2MM",2026-12-01,6,1.1318916040763063,0.976188368106702,1.287594840045911,Bayesian ridge (lags)
"CABLE TIE,TYPE:6/6,DIA:76.2MM",2027-01-01,7,1.1202135764370535,0.9537700047493296,1.2866571481247775,Bayesian ridge (lags)
"CABLE TIE,TYPE:6/6,DIA:76.2MM",2027-02-01,8,1.1092103086259018,0.9330224141903528,1.2853982030614506,Bayesian ridge (lags)
"CABLE TIE,TYPE:6/6,DIA:76.2MM",2027-03-01,9,1.0959648677413167,0.9113209262495467,1.280608809233087,Bayesian ridge (lags)
"CABLE TIE,TYPE:6/6,DIA:76.2MM",2027-04-01,10,1.0804483998699987,0.8885721571905785,1.272324642549419,Bayesian ridge (lags)
"CABLE TIE,TYPE:6/6,DIA:76.2MM",2027-05-01,11,1.064640959614345,0.8663437111336488,1.2629382080950404,Bayesian ridge (lags)
"CABLE TIE,TYPE:6/6,DIA:76.2MM",2027-06-01,12,1.051490424018928,0.8469340014656195,1.2560468465722368,Bayesian ridge (lags)
"MCB,415VAC,10A,3P,10KA",2025-09-01,1,405.7934180799125,394.6196354053116,416.9672007545132,Random forest
"MCB,415VAC,10A,3P,10KA",2025-10-01,2,406.8120255762856,395.3792050062691,418.24484614630217,Random forest
"MCB,415VAC,10A,3P,10KA",2025-11-01,3,407.0120825061264,393.0029082772194,421.0212567350334,Random forest
"MCB,415VAC,10A,3P,10KA",2025-12-01,4,407.646516073057,391.4448999451504,423.8481322009636,Random forest
"MCB,415VAC,10A,3P,10KA",2026-01-01,5,408.9910316767615,390.8173300135033,427.1647333400196,Random forest
"MCB,415VAC,10A,3P,10KA",2026-02-01,6,410.5180045489119,390.5353839930691,430.5006251047546,Random forest
"MCB,415VAC,10A,3P,10KA",2026-03-01,7,410.79022824978426,389.1922185664157,432.38823793315294,Random forest
"MCB,415VAC,10A,3P,10KA",2026-04-01,8,410.95967084055343,387.8609034352518,434.058438245855,Random forest
"MCB,415VAC,10A,3P,10KA",2026-05-01,9,411.6019365957882,387.06370440947614,436.1401687821003,Random forest
"MCB,415VAC,10A,3P,10KA",2026-06-01,10,411.8322449139568,385.95220423735,437.71228559056345,Random forest
"MCB,415VAC,10A,3P,10KA",2026-07-01,11,411.6423543818088,384.5116541155497,438.7730546480679,Random forest
"MCB,415VAC,10A,3P,10KA",2026-08-01,12,407.5534047239572,379.4977921278558,435.6090173200586,Random forest
ELMEX TB UBT-10,2026-05-01,1,16.06724191615718,14.063010792947798,18.07147303936656,Linear trend
ELMEX TB UBT-10,2026-06-01,2,16.02434406470577,14.025464028474874,18.023224100936662,Linear trend
ELMEX TB UBT-10,2026-07-01,3,15.981560746020394,13.674482748844005,18.28863874319678,Linear trend
ELMEX TB UBT-10,2026-08-01,4,15.938891654310565,13.282020007428567,18.59576330119256,Linear trend
ELMEX TB UBT-10,2026-09-01,5,15.896336484602244,12.933794530611742,18.858878438592743,Linear trend
ELMEX TB UBT-10,2026-10-01,6,15.853894932735628,12.617257437628863,19.0905324278424,Linear trend
ELMEX TB UBT-10,2026-11-01,7,15.81156669536299,12.32493250680744,19.298200883918536,Linear trend
ELMEX TB UBT-10,2026-12-01,8,15.7693514699465,12.051934420382189,19.48676851951081,Linear trend
ELMEX TB UBT-10,2027-01-01,9,15.727248954756105,11.794859921289763,19.659637988222443,Linear trend
ELMEX TB UBT-10,2027-02-01,10,15.6852588488673,11.551223839426534,19.819293858308068,Linear trend
ELMEX TB UBT-10,2027-03-01,11,15.64338085215904,11.319144520418307,19.96761718389977,Linear trend
ELMEX TB UBT-10,2027-04-01,12,15.601614665311567,11.097155747088854,20.106073583534283,Linear trend
"MCB,415VAC,6A,1P,10KA",2026-07-01,1,108.99541274750976,101.93195634716378,116.05886914785576,Moving average (auto-k)
"MCB,415VAC,6A,1P,10KA",2026-08-01,2,108.99541274750976,100.93538273829364,117.05544275672592,Moving average (auto-k)
"MCB,415VAC,6A,1P,10KA",2026-09-01,3,108.99541274750976,99.12393233046,118.86689316455954,Moving average (auto-k)
"MCB,415VAC,6A,1P,10KA",2026-10-01,4,108.99541274750976,97.59680899534216,120.3940164996774,Moving average (auto-k)
"MCB,415VAC,6A,1P,10KA",2026-11-01,5,108.99541274750976,96.25138632829432,121.73943916672523,Moving average (auto-k)
"MCB,415VAC,6A,1P,10KA",2026-12-01,6,108.99541274750976,95.03503126101758,122.95579423400196,Moving average (auto-k)
"MCB,415VAC,6A,1P,10KA",2027-01-01,7,108.99541274750976,93.91647733670816,124.07434815831138,Moving average (auto-k)
"MCB,415VAC,6A,1P,10KA",2027-02-01,8,108.99541274750976,92.87535272907748,125.11547276594206,Moving average (auto-k)
"MCB,415VAC,6A,1P,10KA",2027-03-01,9,108.99541274750976,91.89750711925838,126.09331837576116,Moving average (auto-k)
"MCB,415VAC,6A,1P,10KA",2027-04-01,10,108.99541274750976,90.97263774621425,127.01818774880532,Moving average (auto-k)
"MCB,415VAC,6A,1P,10KA",2027-05-01,11,108.99541274750976,90.0929668575712,127.89785863744837,Moving average (auto-k)
"MCB,415VAC,6A,1P,10KA",2027-06-01,12,108.99541274750976,89.25245191341024,128.7383735816093,Moving average (auto-k)
"CABLE TIE,TYPE:6/6,DIA:50.8MM",2026-07-01,1,0.8665635669098688,0.7630985636672899,0.9700285701524476,Holt trend (damped-auto)
"CABLE TIE,TYPE:6/6,DIA:50.8MM",2026-08-01,2,0.8834689970643794,0.7779855378740264,0.9889524562547324,Holt trend (damped-auto)
"CABLE TIE,TYPE:6/6,DIA:50.8MM",2026-09-01,3,0.8989656817038395,0.7916319664126115,1.0062993969950675,Holt trend (damped-auto)
"CABLE TIE,TYPE:6/6,DIA:50.8MM",2026-10-01,4,0.9131449713481102,0.8041182928340531,1.0221716498621671,Holt trend (damped-auto)
"CABLE TIE,TYPE:6/6,DIA:50.8MM",2026-11-01,5,0.926097451324609,0.815524286858521,1.0366706157906969,Holt trend (damped-auto)
"CABLE TIE,TYPE:6/6,DIA:50.8MM",2026-12-01,6,0.9379116934246609,0.8251738372440964,1.050649549605225,Holt trend (damped-auto)
"CABLE TIE,TYPE:6/6,DIA:50.8MM",2027-01-01,7,0.948673317609302,0.8255053139926,1.071841321226004,Holt trend (damped-auto)
"CABLE TIE,TYPE:6/6,DIA:50.8MM",2027-02-01,8,0.958464313811596,0.8254332275109963,1.0914954001121957,Holt trend (damped-auto)
"CABLE TIE,TYPE:6/6,DIA:50.8MM",2027-03-01,9,0.9673625786560022,0.8249518415632765,1.1097733157487275,Holt trend (damped-auto)
"CABLE TIE,TYPE:6/6,DIA:50.8MM",2027-04-01,10,0.9754416271028572,0.8240738331240433,1.1268094210816713,Holt trend (damped-auto)
"CABLE TIE,TYPE:6/6,DIA:50.8MM",2027-05-01,11,0.9827704442456926,0.8228217768896493,1.142719111601736,Holt trend (damped-auto)
"CABLE TIE,TYPE:6/6,DIA:50.8MM",2027-06-01,12,0.98941344749006,0.8212232702908636,1.1576036246892565,Holt trend (damped-auto)
"TERMINAL END,TUBULAR,CU,35MM2",2025-10-01,1,16.13503553985612,15.084222878746044,17.185848200966195,K-nearest neighbours
"TERMINAL END,TUBULAR,CU,35MM2",2025-11-01,2,16.114416889356654,15.064947041464828,17.163886737248482,K-nearest neighbours
"TERMINAL END,TUBULAR,CU,35MM2",2025-12-01,3,16.246463558361093,15.188394019981784,17.3045330967404,K-nearest neighbours
"TERMINAL END,TUBULAR,CU,35MM2",2026-01-01,4,16.22258865540809,15.166073997415864,17.279103313400316,K-nearest neighbours
"TERMINAL END,TUBULAR,CU,35MM2",2026-02-01,5,16.18942733559579,15.120433806194445,17.25842086499714,K-nearest neighbours
"TERMINAL END,TUBULAR,CU,35MM2",2026-03-01,6,16.15791501472036,14.989170643777385,17.326659385663337,K-nearest neighbours
"TERMINAL END,TUBULAR,CU,35MM2",2026-04-01,7,16.215158605069547,14.948298066768594,17.482019143370504,K-nearest neighbours
"TERMINAL END,TUBULAR,CU,35MM2",2026-05-01,8,16.459815541993905,15.085050295289804,17.834580788698005,K-nearest neighbours
"TERMINAL END,TUBULAR,CU,35MM2",2026-06-01,9,16.4266850575952,14.97146131164069,17.881908803549713,K-nearest neighbours
"TERMINAL END,TUBULAR,CU,35MM2",2026-07-01,10,16.461393488572284,14.924211865952785,17.998575111191784,K-nearest neighbours
"TERMINAL END,TUBULAR,CU,35MM2",2026-08-01,11,16.363904662840607,14.761242917729271,17.96656640795194,K-nearest neighbours
"TERMINAL END,TUBULAR,CU,35MM2",2026-09-01,12,16.181929709888824,14.526619015704012,17.837240404073636,K-nearest neighbours
"MCB,415VAC,63A,2P,10KA",2026-05-01,1,399.0256448196423,379.8994738903674,418.1518157489171,Linear trend
"MCB,415VAC,63A,2P,10KA",2026-06-01,2,398.5935340432172,379.4880751275124,417.698992958922,Linear trend
"MCB,415VAC,63A,2P,10KA",2026-07-01,3,398.1618912059476,376.0755623976879,420.2482200142072,Linear trend
"MCB,415VAC,63A,2P,10KA",2026-08-01,4,397.73071580109456,372.255237715231,423.2061938869582,Linear trend
"MCB,415VAC,63A,2P,10KA",2026-09-01,5,397.3000073224693,368.848401009882,425.7516136350565,Linear trend
"MCB,415VAC,63A,2P,10KA",2026-10-01,6,396.86976526443,365.7363435081922,428.0031870206678,Linear trend
"MCB,415VAC,63A,2P,10KA",2026-11-01,7,396.43998912188266,362.8484664052359,430.0315118385294,Linear trend
"MCB,415VAC,63A,2P,10KA",2026-12-01,8,396.01067839028127,360.1387184634877,431.8826383170749,Linear trend
"MCB,415VAC,63A,2P,10KA",2027-01-01,9,395.5818325656246,357.57507608570324,433.588589045546,Linear trend
"MCB,415VAC,63A,2P,10KA",2027-02-01,10,395.1534511444588,355.13419658517694,435.1727057037407,Linear trend
"MCB,415VAC,63A,2P,10KA",2027-03-01,11,394.7255336238738,352.79843803865765,436.65262920908987,Linear trend
"MCB,415VAC,63A,2P,10KA",2027-04-01,12,394.2980795015054,350.5540787586966,438.0420802443142,Linear trend
"TERMINAL,RING TONGUE,CU,4-6MM2",2025-10-01,1,3.302752204899773,2.9934871285498894,3.6120172812496567,Linear trend
"TERMINAL,RING TONGUE,CU,4-6MM2",2025-11-01,2,3.308831476966307,2.9989971461210305,3.618665807811584,Linear trend
"TERMINAL,RING TONGUE,CU,4-6MM2",2025-12-01,3,3.3149219389576574,3.0045173058081494,3.625326572107166,Linear trend
"TERMINAL,RING TONGUE,CU,4-6MM2",2026-01-01,4,3.3210236114707663,3.0100476262795186,3.6319995966620144,Linear trend
"TERMINAL,RING TONGUE,CU,4-6MM2",2026-02-01,5,3.3271365151404884,2.99800345709681,3.6562695731841663,Linear trend
"TERMINAL,RING TONGUE,CU,4-6MM2",2026-03-01,6,3.3332606706396604,2.9720498221292884,3.694471519150032,Linear trend
"TERMINAL,RING TONGUE,CU,4-6MM2",2026-04-01,7,3.339396098679171,2.9485256498273107,3.730266547531032,Linear trend
"TERMINAL,RING TONGUE,CU,4-6MM2",2026-05-01,8,3.34554282000803,2.9269155954278188,3.764170044588241,Linear trend
"TERMINAL,RING TONGUE,CU,4-6MM2",2026-06-01,9,3.35170085541344,2.9068623355821663,3.796539375244714,Linear trend
"TERMINAL,RING TONGUE,CU,4-6MM2",2026-07-01,10,3.3578702257208657,2.888106163241606,3.827634288200125,Linear trend
"TERMINAL,RING TONGUE,CU,4-6MM2",2026-08-01,11,3.364050951794105,2.87045136255286,3.8576505410353503,Linear trend
"TERMINAL,RING TONGUE,CU,4-6MM2",2026-09-01,12,3.370243054535358,2.8537461447773884,3.886739964293328,Linear trend
"TERMINAL END,RING TORQUE,CU,16MM2",2025-10-01,1,5.50846167577824,5.170310948141056,5.846612403415424,Ensemble: inverse-error
"TERMINAL END,RING TORQUE,CU,16MM2",2025-11-01,2,5.521128223092577,5.182199927698168,5.860056518486987,Ensemble: inverse-error
"TERMINAL END,RING TORQUE,CU,16MM2",2025-12-01,3,5.539726105426137,5.199656132406692,5.879796078445582,Ensemble: inverse-error
"TERMINAL END,RING TORQUE,CU,16MM2",2026-01-01,4,5.559337921927984,5.218064028393026,5.900611815462942,Ensemble: inverse-error
"TERMINAL END,RING TORQUE,CU,16MM2",2026-02-01,5,5.574538039316199,5.206381934736647,5.942694143895751,Ensemble: inverse-error
"TERMINAL END,RING TORQUE,CU,16MM2",2026-03-01,6,5.583870357256117,5.179900396269352,5.987840318242883,Ensemble: inverse-error
"TERMINAL END,RING TORQUE,CU,16MM2",2026-04-01,7,5.586472944291421,5.149932143859113,6.023013744723729,Ensemble: inverse-error
"TERMINAL END,RING TORQUE,CU,16MM2",2026-05-01,8,5.579307618348736,5.113224448149096,6.045390788548375,Ensemble: inverse-error
"TERMINAL END,RING TORQUE,CU,16MM2",2026-06-01,9,5.562869254662294,5.069969924350624,6.055768584973964,Ensemble: inverse-error
"TERMINAL END,RING TORQUE,CU,16MM2",2026-07-01,10,5.54328335261806,5.025551125337081,6.061015579899038,Ensemble: inverse-error
"TERMINAL END,RING TORQUE,CU,16MM2",2026-08-01,11,5.52630195452801,4.98496325650602,6.067640652549999,Ensemble: inverse-error
"TERMINAL END,RING TORQUE,CU,16MM2",2026-09-01,12,5.512977610369456,4.948931027699725,6.077024193039186,Ensemble: inverse-error
"TERMINAL,AL,TUBE,LONG BARREL,240MM2",2025-10-01,1,49.08622884090648,27.80727498804886,70.3651826937641,Linear trend
"TERMINAL,AL,TUBE,LONG BARREL,240MM2",2025-11-01,2,49.4450599885637,28.01055229479657,70.87956768233083,Linear trend
"TERMINAL,AL,TUBE,LONG BARREL,240MM2",2025-12-01,3,49.80651427096911,28.215315603443315,71.3977129384949,Linear trend
"TERMINAL,AL,TUBE,LONG BARREL,240MM2",2026-01-01,4,50.17061086381563,28.421575776990352,71.91964595064091,Linear trend
"TERMINAL,AL,TUBE,LONG BARREL,240MM2",2026-02-01,5,50.53736908297473,26.96808651839172,74.10665164755774,Linear trend
"TERMINAL,AL,TUBE,LONG BARREL,240MM2",2026-03-01,6,50.90680838552119,24.89921141402312,76.91440535701925,Linear trend
"TERMINAL,AL,TUBE,LONG BARREL,240MM2",2026-04-01,7,51.2789483707653,22.982178575131968,79.57571816639863,Linear trend
"TERMINAL,AL,TUBE,LONG BARREL,240MM2",2026-05-01,8,51.65380878129258,21.18215146918645,82.1254660933987,Linear trend
"TERMINAL,AL,TUBE,LONG BARREL,240MM2",2026-06-01,9,52.0314095040112,20.812563801604483,83.25025520641793,Linear trend
"TERMINAL,AL,TUBE,LONG BARREL,240MM2",2026-07-01,10,52.411770571207086,20.964708228482834,83.85883291393134,Linear trend
"TERMINAL,AL,TUBE,LONG BARREL,240MM2",2026-08-01,11,52.79491216160647,21.117964864642587,84.47185945857035,Linear trend
"TERMINAL,AL,TUBE,LONG BARREL,240MM2",2026-09-01,12,53.18085460144665,21.27234184057866,85.08936736231465,Linear trend
"TERMINAL END,TUBULAR,CU,16MM2",2025-10-01,1,6.5277545711471285,6.0008898888662445,7.0546192534280125,Random forest
"TERMINAL END,TUBULAR,CU,16MM2",2025-11-01,2,6.523561169713348,5.997034943036149,7.050087396390548,Random forest
"TERMINAL END,TUBULAR,CU,16MM2",2025-12-01,3,6.519141930353738,5.99297238699172,7.045311473715756,Random forest
"TERMINAL END,TUBULAR,CU,16MM2",2026-01-01,4,6.516245037348607,5.990309306486141,7.042180768211072,Random forest
"TERMINAL END,TUBULAR,CU,16MM2",2026-02-01,5,6.51580279580222,5.92782867986751,7.103776911736931,Random forest
"TERMINAL END,TUBULAR,CU,16MM2",2026-03-01,6,6.482525164789308,5.841721317567086,7.123329012011531,Random forest
"TERMINAL END,TUBULAR,CU,16MM2",2026-04-01,7,6.449421102519808,5.760808402293175,7.138033802746442,Random forest
"TERMINAL END,TUBULAR,CU,16MM2",2026-05-01,8,6.410866104202976,5.679108955515872,7.142623252890081,Random forest
"TERMINAL END,TUBULAR,CU,16MM2",2026-06-01,9,6.398418863286936,5.623780152970055,7.173057573603816,Random forest
"TERMINAL END,TUBULAR,CU,16MM2",2026-07-01,10,6.403780552524318,5.586555418848377,7.221005686200259,Random forest
"TERMINAL END,TUBULAR,CU,16MM2",2026-08-01,11,6.438085358889659,5.576380886597135,7.299789831182184,Random forest
"TERMINAL END,TUBULAR,CU,16MM2",2026-09-01,12,6.463693561410796,5.560092659656658,7.367294463164935,Random forest
"TERMINAL END,TUBULAR,CU,10MM2",2025-10-01,1,5.777852484200405,5.582612100316331,5.973092868084478,Support vector (RBF)
"TERMINAL END,TUBULAR,CU,10MM2",2025-11-01,2,5.751592062150064,5.5572390485988405,5.945945075701287,Support vector (RBF)
"TERMINAL END,TUBULAR,CU,10MM2",2025-12-01,3,5.729509497336556,5.5359026794424775,5.923116315230634,Support vector (RBF)
"TERMINAL END,TUBULAR,CU,10MM2",2026-01-01,4,5.717354552002512,5.524158463908061,5.910550640096964,Support vector (RBF)
"TERMINAL END,TUBULAR,CU,10MM2",2026-02-01,5,5.726990340216727,5.522545737828279,5.931434942605176,Support vector (RBF)
"TERMINAL END,TUBULAR,CU,10MM2",2026-03-01,6,5.757002785152051,5.531871287163448,5.982134283140653,Support vector (RBF)
"TERMINAL END,TUBULAR,CU,10MM2",2026-04-01,7,5.781536757076953,5.537330657367271,6.0257428567866365,Support vector (RBF)
"TERMINAL END,TUBULAR,CU,10MM2",2026-05-01,8,5.767028687097925,5.506616502076927,6.027440872118923,Support vector (RBF)
"TERMINAL END,TUBULAR,CU,10MM2",2026-06-01,9,5.7162963275353285,5.442517294554345,5.990075360516312,Support vector (RBF)
"TERMINAL END,TUBULAR,CU,10MM2",2026-07-01,10,5.683124885929529,5.396211113298282,5.970038658560777,Support vector (RBF)
"TERMINAL END,TUBULAR,CU,10MM2",2026-08-01,11,5.71366520372694,5.411130410704055,6.016199996749826,Support vector (RBF)
"TERMINAL END,TUBULAR,CU,10MM2",2026-09-01,12,5.767239001224845,5.448288882006211,6.086189120443479,Support vector (RBF)
"TERMINAL,RING TONGUE,CU,10MM2",2025-10-01,1,3.090689563442968,2.7470542329450955,3.43432489394084,Autoregressive (ridge)
"TERMINAL,RING TONGUE,CU,10MM2",2025-11-01,2,3.087440158517859,2.744166109964498,3.43071420707122,Autoregressive (ridge)
"TERMINAL,RING TONGUE,CU,10MM2",2025-12-01,3,3.0820944200299465,2.73941473224118,3.4247741078187137,Autoregressive (ridge)
"TERMINAL,RING TONGUE,CU,10MM2",2026-01-01,4,3.076260227658992,2.7342292089074824,3.4182912464105017,Autoregressive (ridge)
"TERMINAL,RING TONGUE,CU,10MM2",2026-02-01,5,3.07020103049246,2.7029590124541127,3.4374430485308074,Autoregressive (ridge)
"TERMINAL,RING TONGUE,CU,10MM2",2026-03-01,6,3.0642910312977985,2.662771953495203,3.465810109100394,Autoregressive (ridge)
"TERMINAL,RING TONGUE,CU,10MM2",2026-04-01,7,3.0585181923719365,2.625645052815017,3.491391331928856,Autoregressive (ridge)
"TERMINAL,RING TONGUE,CU,10MM2",2026-05-01,8,3.05261657633348,2.590748652967505,3.514484499699454,Autoregressive (ridge)
"TERMINAL,RING TONGUE,CU,10MM2",2026-06-01,9,3.046880779610872,2.5579163512161487,3.535845208005596,Autoregressive (ridge)
"TERMINAL,RING TONGUE,CU,10MM2",2026-07-01,10,3.041281920735236,2.526815267125845,3.555748574344628,Autoregressive (ridge)
"TERMINAL,RING TONGUE,CU,10MM2",2026-08-01,11,3.0358185018827943,2.497210630578884,3.5744263731867045,Autoregressive (ridge)
"TERMINAL,RING TONGUE,CU,10MM2",2026-09-01,12,3.030492126295596,2.468921565199027,3.592062687392165,Autoregressive (ridge)
"CABLE TIE,TYPE:6/6,DIA:25.4MM",2026-07-01,1,0.252787415756972,0.2100109704819899,0.2955638610319542,Extra trees
"CABLE TIE,TYPE:6/6,DIA:25.4MM",2026-08-01,2,0.2418003311354206,0.2008831098358013,0.2827175524350398,Extra trees
"CABLE TIE,TYPE:6/6,DIA:25.4MM",2026-09-01,3,0.2412927265031146,0.2004614015749984,0.2821240514312307,Extra trees
"CABLE TIE,TYPE:6/6,DIA:25.4MM",2026-10-01,4,0.2386755121885886,0.1982870697693306,0.2790639546078466,Extra trees
"CABLE TIE,TYPE:6/6,DIA:25.4MM",2026-11-01,5,0.2368514837567777,0.1967717016881931,0.2769312658253623,Extra trees
"CABLE TIE,TYPE:6/6,DIA:25.4MM",2026-12-01,6,0.2366625424951681,0.1957889179713453,0.277536167018991,Extra trees
"CABLE TIE,TYPE:6/6,DIA:25.4MM",2027-01-01,7,0.2366781727006687,0.1925266966172802,0.2808296487840573,Extra trees
"CABLE TIE,TYPE:6/6,DIA:25.4MM",2027-02-01,8,0.2367837304518592,0.1895627661116229,0.2840046947920955,Extra trees
"CABLE TIE,TYPE:6/6,DIA:25.4MM",2027-03-01,9,0.2363370788436476,0.1863461601435857,0.2863279975437096,Extra trees
"CABLE TIE,TYPE:6/6,DIA:25.4MM",2027-04-01,10,0.2362451919435761,0.1835706244289849,0.2889197594581673,Extra trees
"CABLE TIE,TYPE:6/6,DIA:25.4MM",2027-05-01,11,0.2367040009182653,0.1813511567056674,0.2920568451308632,Extra trees
"CABLE TIE,TYPE:6/6,DIA:25.4MM",2027-06-01,12,0.2366878369265097,0.1788776247013525,0.2944980491516669,Extra trees
"TERMINAL END,TYPE:PIN,6MM2",2025-10-01,1,2.54,2.377377973568282,2.702622026431718,Naive (last price)
"TERMINAL END,TYPE:PIN,6MM2",2025-11-01,2,2.54,2.377377973568282,2.702622026431718,Naive (last price)
"TERMINAL END,TYPE:PIN,6MM2",2025-12-01,3,2.54,2.377377973568282,2.702622026431718,Naive (last price)
"TERMINAL END,TYPE:PIN,6MM2",2026-01-01,4,2.54,2.377377973568282,2.702622026431718,Naive (last price)
"TERMINAL END,TYPE:PIN,6MM2",2026-02-01,5,2.54,2.368199128060825,2.7118008719391744,Naive (last price)
"TERMINAL END,TYPE:PIN,6MM2",2026-03-01,6,2.54,2.351801574079716,2.7281984259202847,Naive (last price)
"TERMINAL END,TYPE:PIN,6MM2",2026-04-01,7,2.54,2.336722466960352,2.743277533039648,Naive (last price)
"TERMINAL END,TYPE:PIN,6MM2",2026-05-01,8,2.54,2.32268717626772,2.75731282373228,Naive (last price)
"TERMINAL END,TYPE:PIN,6MM2",2026-06-01,9,2.54,2.309504943050161,2.7704950569498386,Naive (last price)
"TERMINAL END,TYPE:PIN,6MM2",2026-07-01,10,2.54,2.297036876876096,2.7829631231239045,Naive (last price)
"TERMINAL END,TYPE:PIN,6MM2",2026-08-01,11,2.54,2.285178126688596,2.7948218733114047,Naive (last price)
"TERMINAL END,TYPE:PIN,6MM2",2026-09-01,12,2.54,2.273847233646265,2.8061527663537347,Naive (last price)
"LINING,TUNDISH F/BLOOM CASTER",2026-07-01,1,145376.67925970306,104778.23988383374,185975.1186355724,Support vector (RBF)
"LINING,TUNDISH F/BLOOM CASTER",2026-08-01,2,145523.456833955,104884.02779949427,186162.8858684157,Support vector (RBF)
"LINING,TUNDISH F/BLOOM CASTER",2026-09-01,3,144756.24985466083,104331.07393284676,185181.42577647496,Support vector (RBF)
"LINING,TUNDISH F/BLOOM CASTER",2026-10-01,4,143853.20064062614,103680.21364592267,184026.1876353296,Support vector (RBF)
"LINING,TUNDISH F/BLOOM CASTER",2026-11-01,5,143886.37369400894,103704.12266738832,184068.6247206296,Support vector (RBF)
"LINING,TUNDISH F/BLOOM CASTER",2026-12-01,6,144126.07673976058,103876.88533714076,184375.2681423804,Support vector (RBF)
"LINING,TUNDISH F/BLOOM CASTER",2027-01-01,7,144171.87695329316,101345.0588396665,186998.69506691984,Support vector (RBF)
"LINING,TUNDISH F/BLOOM CASTER",2027-02-01,8,144109.59961672642,98345.5822704818,189873.61696297105,Support vector (RBF)
"LINING,TUNDISH F/BLOOM CASTER",2027-03-01,9,143836.9521754936,95388.71682098486,192285.1875300024,Support vector (RBF)
"LINING,TUNDISH F/BLOOM CASTER",2027-04-01,10,143560.30481349298,92589.60360538017,194531.0060216058,Support vector (RBF)
"LINING,TUNDISH F/BLOOM CASTER",2027-05-01,11,143451.98456487237,90033.7980845361,196870.17104520864,Support vector (RBF)
